,SouceToDestination_city,ROUTE,#source_cities,#destination_cities,Number_of_Trips,Average_Actual_distance_to_destination,#source_states,#destination_states,destination_states,source_states,source_cities,route_type,destination_cities
632,Hyderabad TO Hyderabad,Hyderabad Medchal -- Medchal Hyderabad,2,2,2,23.807135800830714,1,1,Telangana,Telangana,Hyderabad Medchal,Carting,Medchal Hyderabad
633,Delhi TO Kanpur,Delhi Noida -- Noida Kanpur,2,2,9,390.64564935575373,2,1,Uttar Pradesh,Delhi Uttar Pradesh,Delhi Noida,FTL,Noida Kanpur
634,Mehsana TO Ahmedabad,Mehsana Kadi -- Kadi Ahmedabad,2,2,11,84.69153889830976,1,1,Gujarat,Gujarat,Mehsana Kadi,FTL,Kadi Ahmedabad
635,Faizabad TO Akbarpur,Faizabad Gosainganj -- Gosainganj Akbarpur,2,2,2,42.455492337438415,1,1,Uttar Pradesh,Uttar Pradesh,Faizabad Gosainganj,FTL,Gosainganj Akbarpur
636,Cjb TO Cjb,Cjb Coimbatore -- Coimbatore Cjb,2,2,12,30.509563456962045,1,1,Tamil Nadu,Tamil Nadu,Cjb Coimbatore,Carting,Coimbatore Cjb
637,Delhi TO nan,Delhi Aligarh -- Aligarh nan,2,1,8,192.87404290476877,2,1,Uttar Pradesh nan,Delhi Uttar Pradesh,Delhi Aligarh,FTL,Aligarh nan
638,Vadodara TO Vadodara,Vadodara Dabhoi -- Dabhoi Vadodara,2,2,9,45.57616763318276,1,1,Gujarat,Gujarat,Vadodara Dabhoi,Carting,Dabhoi Vadodara
639,Bhiwandi TO Bhiwandi,Bhiwandi Mumbai -- Mumbai Bhiwandi,2,2,10,27.49094610590125,1,1,Maharashtra,Maharashtra,Bhiwandi Mumbai,Carting,Mumbai Bhiwandi
640,Panipat TO Panipat,Panipat Sonipat -- Sonipat Panipat,2,2,2,87.46848321975503,1,1,Haryana,Haryana,Panipat Sonipat,FTL,Sonipat Panipat
641,MAA TO MAA,MAA Chennai -- Chennai MAA,2,2,8,30.894350935039217,1,1,Tamil Nadu,Tamil Nadu,MAA Chennai,Carting,Chennai MAA
642,Akhnoor TO Akhnoor,Akhnoor Jammu -- Jammu Akhnoor,2,2,11,31.086410373741877,1,1,Jammu & Kashmir,Jammu & Kashmir,Akhnoor Jammu,Carting,Jammu Akhnoor
643,Mumbai TO Bhiwandi,Mumbai -- Bhiwandi,1,1,9,22.80497575983084,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Bhiwandi
644,Bhiwandi TO Mumbai,Bhiwandi -- Mumbai,1,1,10,21.33143131811483,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
645,Delhi TO Gurgaon,Delhi -- Gurgaon,1,1,5,50.619954301615465,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
646,Kolkata TO CCU,Kolkata -- CCU,1,1,6,15.593495090774212,1,1,West Bengal,West Bengal,Kolkata,Carting,CCU
647,Gurgaon TO Gwalior,Gurgaon nan -- nan Gwalior,1,1,8,269.5704306203844,1,1,nan Madhya Pradesh,Haryana nan,Gurgaon nan,FTL,nan Gwalior
648,Kolkata TO Kolkata,Kolkata -- Kolkata,1,1,1,9.081931379234096,1,1,West Bengal,West Bengal,Kolkata,Carting,Kolkata
649,Ahmedabad TO Ahmedabad,Ahmedabad -- Ahmedabad,1,1,19,23.83853420480188,1,1,Gujarat,Gujarat,Ahmedabad,Carting,Ahmedabad
650,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,4,42.57360756203716,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
651,Vapi TO Daman,Vapi -- Daman,1,1,1,9.376028394774304,1,1,Daman & Diu,Gujarat,Vapi,Carting,Daman
652,Ahmedabad TO Ahmedabad,Ahmedabad -- Ahmedabad,1,1,15,19.27907306837316,1,1,Gujarat,Gujarat,Ahmedabad,Carting,Ahmedabad
653,Coimbatore TO Tirupur,Coimbatore -- Tirupur,1,1,12,23.107747477124956,1,1,Tamil Nadu,Tamil Nadu,Coimbatore,FTL,Tirupur
654,Varanasi TO Varanasi,Varanasi -- Varanasi,1,1,1,9.0275126850741,1,1,Uttar Pradesh,Uttar Pradesh,Varanasi,Carting,Varanasi
655,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,3,38.957976368879464,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
656,Chennai TO Chennai,Chennai -- Chennai,1,1,14,37.4408365687239,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
657,Aurangabad TO Pune,Aurangabad -- Pune,1,1,3,203.30117966793912,1,1,Maharashtra,Maharashtra,Aurangabad,FTL,Pune
658,Goa TO Goa,Goa -- Goa,1,1,6,19.537807452438045,1,1,Goa,Goa,Goa,Carting,Goa
659,Pune TO Pune,Pune -- Pune,1,1,10,15.494579079393773,1,1,Maharashtra,Maharashtra,Pune,Carting,Pune
660,Mumbai TO Bhiwandi,Mumbai -- Bhiwandi,1,1,2,16.563589153620242,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Bhiwandi
661,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,2,9.234214112282132,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
662,Chennai TO MAA,Chennai -- MAA,1,1,18,31.426689101875542,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
663,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,17,28.05594748250433,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
664,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,19,28.017785282046912,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
665,Mumbai TO Bhiwandi,Mumbai -- Bhiwandi,1,1,1,15.591748030409745,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Bhiwandi
666,Gurgaon TO Sonipat,Gurgaon -- Sonipat,1,1,14,70.07480615052259,1,1,Haryana,Haryana,Gurgaon,Carting,Sonipat
667,Ahmedabad TO Gandhidham,Ahmedabad -- Gandhidham,1,1,12,254.57754009060966,1,1,Gujarat,Gujarat,Ahmedabad,FTL,Gandhidham
668,Gurgaon TO Delhi,Gurgaon -- Delhi,1,1,2,39.46617159754767,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
669,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,10,39.86321640477571,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
670,Bengaluru TO Bhiwandi,Bengaluru -- Bhiwandi,1,1,7,829.8791985295195,1,1,Maharashtra,Karnataka,Bengaluru,FTL,Bhiwandi
671,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,19,31.80716774276172,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
672,Hyderabad TO Hyderabad,Hyderabad -- Hyderabad,1,1,9,35.322390024918356,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
673,Delhi TO Sonipat,Delhi -- Sonipat,1,1,10,36.11087253883606,1,1,Haryana,Delhi,Delhi,Carting,Sonipat
674,Del TO Delhi,Del -- Delhi,1,1,14,10.439840206086535,1,1,Delhi,Delhi,Del,Carting,Delhi
675,Hyderabad TO Hyderabad,Hyderabad -- Hyderabad,1,1,1,9.33539944717219,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
676,Surat TO Surat,Surat -- Surat,1,1,13,12.735347893885217,1,1,Gujarat,Gujarat,Surat,Carting,Surat
677,Barasat TO CCU,Barasat -- CCU,1,1,2,11.31906759312482,1,1,West Bengal,West Bengal,Barasat,Carting,CCU
678,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,14,28.55787644727053,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
679,Jaipur TO Jaipur,Jaipur -- Ambabadi Jaipur,1,2,41,15.348495371188195,1,1,Rajasthan,Rajasthan,Jaipur,Carting,Ambabadi Jaipur
680,CCU TO Kolkata,CCU -- Kolkata,1,1,4,24.32830732855868,1,1,West Bengal,West Bengal,CCU,Carting,Kolkata
681,Sasaram TO Gurgaon,Sasaram -- Gurgaon,1,1,7,804.5487618075664,1,1,Haryana,Bihar,Sasaram,FTL,Gurgaon
682,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,6,38.94606334797016,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
683,Dadri TO Noida,Dadri -- Noida,1,1,1,17.476161354211083,1,1,Uttar Pradesh,Uttar Pradesh,Dadri,Carting,Noida
684,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,6,9.292419993310627,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
685,Chandigarh TO Ludhiana,Chandigarh -- Ludhiana,1,1,16,87.95359905606091,1,1,Punjab,Punjab,Chandigarh,FTL,Ludhiana
686,Chennai TO Chennai,Chennai -- Chennai,1,1,4,39.04563450781655,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
687,MAA TO Chennai,MAA -- Chennai,1,1,14,24.787128805487647,1,1,Tamil Nadu,Tamil Nadu,MAA,Carting,Chennai
688,PNQ TO Pune,PNQ -- Pune,1,1,3,21.90535320423184,1,1,Maharashtra,Maharashtra,PNQ,Carting,Pune
689,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,4,39.557031537890495,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
690,Gurgaon TO Delhi,Gurgaon -- Delhi,1,1,2,33.10496499319984,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
691,Bengaluru TO BLR,Bengaluru -- BLR,1,1,7,25.522666887173703,1,1,Karnataka,Karnataka,Bengaluru,Carting,BLR
692,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,4,21.727307703566538,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
693,Chennai TO MAA,Chennai -- MAA,1,1,4,34.14939507150828,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
694,Del TO Gurgaon,Del -- Gurgaon,1,1,1,48.71308611631781,1,1,Haryana,Delhi,Del,Carting,Gurgaon
695,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,14,15.530817873659897,1,1,Maharashtra,Hub Maharashtra,Mumbai,Carting,Mumbai
696,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,9,10.545995666847777,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
697,Gurgaon TO Delhi,Gurgaon -- Delhi,1,1,7,39.482961255628865,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
698,Delhi TO Delhi,Delhi -- Delhi,1,1,1,9.460834092477958,1,1,Delhi,Delhi,Delhi,Carting,Delhi
699,Chennai TO Chennai,Chennai -- Chennai,1,1,8,10.331613232802384,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
700,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,34,15.90661390173936,1,1,Maharashtra,Hub Maharashtra,Mumbai,Carting,Mumbai
701,Delhi TO Gurgaon,Delhi -- Gurgaon,1,1,6,37.171010846435195,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
702,Visakhapatnam TO Vishakhapatnam,Visakhapatnam -- Vishakhapatnam,1,1,5,11.269977079293074,1,1,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Carting,Vishakhapatnam
703,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,9,18.3604116499066,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
704,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,9,39.099951926040056,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
705,Hyderabad TO Hyderabad,Hyderabad -- Hyderabad,1,1,9,21.409051746559385,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
706,Gurgaon TO Ghaziabad,Gurgaon -- Ghaziabad,1,1,1,73.04240649821385,1,1,Uttar Pradesh,Haryana,Gurgaon,Carting,Ghaziabad
707,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,12,39.67146574024053,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
708,Gurgaon TO Noida,Gurgaon -- Noida,1,1,3,58.91584651223676,1,1,Uttar Pradesh,Haryana,Gurgaon,Carting,Noida
709,Delhi TO Gurgaon,Delhi -- Gurgaon,1,1,4,37.22231170589598,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
710,Del TO Gurgaon,Del -- Gurgaon,1,1,6,49.01341308860128,1,1,Haryana,Delhi,Del,Carting,Gurgaon
711,Gurgaon TO GGN,Gurgaon -- GGN,1,1,20,29.573333924793815,1,1,Haryana,Haryana,Gurgaon,Carting,GGN
712,Hyderabad TO Hyderabad,Hyderabad -- Hyderabad,1,1,3,9.33595924037968,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
713,Pune TO PNQ,Pune -- PNQ,1,1,9,10.277718863805687,1,1,Maharashtra,Maharashtra,Pune,Carting,PNQ
714,Bhiwandi TO Pune,Bhiwandi -- Pune,1,1,13,101.12715846504221,1,1,Maharashtra,Maharashtra,Bhiwandi,FTL,Pune
715,Del TO Gurgaon,Del -- Gurgaon,1,1,4,48.87372873225347,1,1,Haryana,Delhi,Del,Carting,Gurgaon
716,Del TO Noida,Del -- Noida,1,1,3,10.563646295716731,1,1,Uttar Pradesh,Delhi,Del,Carting,Noida
717,Hyderabad TO Hyderabad,Hyderabad -- Hyderabad,1,1,13,35.58991683633973,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
718,Gurgaon TO Faridabad,Gurgaon -- Faridabad,1,1,21,46.984699927936475,1,1,Haryana,Haryana,Gurgaon,Carting,Faridabad
719,Bhubaneswar TO Bhubaneshwar,Bhubaneswar -- Bhubaneshwar,1,1,1,9.450542900678109,1,1,Orissa,Orissa,Bhubaneswar,Carting,Bhubaneshwar
720,Gurgaon TO Delhi,Gurgaon -- Delhi,1,1,19,61.11810240822029,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
721,Tiruchi TO Tiruchi,Tiruchi -- Tiruchi,1,1,13,14.205495954909445,1,1,Tamil Nadu,Tamil Nadu,Tiruchi,Carting,Tiruchi
722,GZB TO Ghaziabad,GZB -- Ghaziabad,1,1,1,11.291664423781038,1,1,Uttar Pradesh,Uttar Pradesh,GZB,Carting,Ghaziabad
723,Delhi TO Gurgaon,Delhi -- Gurgaon,1,1,18,46.20547291922624,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
724,Pune TO Pune,Pune -- Pune,1,1,1,10.65215593484776,1,1,Maharashtra,Maharashtra,Pune,Carting,Pune
725,Manjhaul TO Barauni,Manjhaul -- Barauni,1,1,1,15.816290146358153,1,1,Bihar,Bihar,Manjhaul,FTL,Barauni
726,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,20,27.573082292460658,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
727,Patancheru TO Hyderabad,Patancheru -- Hyderabad,1,1,21,29.17604408270342,1,1,Telangana,Telangana,Patancheru,Carting,Hyderabad
728,Gurgaon TO Kanpur,Gurgaon -- Kanpur,1,1,4,383.7933850913227,1,1,Uttar Pradesh,Haryana,Gurgaon,FTL,Kanpur
729,GZB TO Ghaziabad,GZB -- Ghaziabad,1,1,3,9.142517071810346,1,1,Uttar Pradesh,Uttar Pradesh,GZB,Carting,Ghaziabad
730,Vadodara TO Anand,Vadodara -- Anand,1,1,18,33.349457940598924,1,1,Gujarat,Gujarat,Vadodara,Carting,Anand
731,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,1,9.052850573599851,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
732,Surat TO Surat,Surat -- Surat,1,1,1,9.497321739928475,1,1,Gujarat,Gujarat,Surat,Carting,Surat
733,Mumbai TO Bhiwandi,Mumbai -- Bhiwandi,1,1,20,27.124909409880466,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Bhiwandi
734,Del TO Sonipat,Del -- Sonipat,1,1,13,41.19259663914325,1,1,Haryana,Delhi,Del,Carting,Sonipat
735,Manjhaul TO Barauni,Manjhaul -- Barauni,1,1,3,15.801812323301524,1,1,Bihar,Bihar,Manjhaul,FTL,Barauni
736,Chandigarh TO Chandigarh,Chandigarh -- Chandigarh,1,1,11,31.42044023670544,1,1,Chandigarh,Punjab,Chandigarh,Carting,Chandigarh
737,Raipur TO Raipur,Raipur -- Raipur,1,1,8,9.550406982879736,1,1,Chhattisgarh,Chhattisgarh,Raipur,Carting,Raipur
738,Gurgaon TO Delhi,Gurgaon -- Delhi,1,1,2,32.82909701173671,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
739,Pune TO Gurgaon,Pune -- Gurgaon,1,1,18,1120.729445880629,1,1,Haryana,Maharashtra,Pune,FTL,Gurgaon
740,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,6,42.02222203041095,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
741,Bhiwandi TO Mumbai,Bhiwandi -- Mumbai,1,1,8,21.44942191296832,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
742,Gurgaon TO Delhi,Gurgaon -- Delhi,1,1,3,39.015544417026966,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
743,Bhopal TO Bhopal,Bhopal -- Bhopal,1,1,20,17.379471755734777,1,1,Madhya Pradesh,Madhya Pradesh,Bhopal,Carting,Bhopal
744,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,3,44.57744738480326,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
745,Guwahati TO Delhi,Guwahati -- Kolkata Delhi,1,2,18,1411.2084238132204,1,2,West Bengal Delhi,Assam,Guwahati,FTL,Kolkata Delhi
746,Aligarh TO nan,Aligarh -- nan,1,0,1,76.64740156283369,1,0,nan,Uttar Pradesh,Aligarh,FTL,nan
747,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,2,27.90921399107256,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
748,Surat TO Surat,Surat -- Surat,1,1,12,10.556968341383387,1,1,Gujarat,Gujarat,Surat,Carting,Surat
749,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,1,41.96435993978971,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
750,CCU TO CCU,CCU -- CCU,1,1,1,9.772171233082302,1,1,West Bengal,West Bengal,CCU,Carting,CCU
751,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,33,15.668725955779076,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
752,Gurgaon TO Kolkata,Gurgaon -- Kolkata,1,1,16,1300.5721606356,1,1,West Bengal,Haryana,Gurgaon,FTL,Kolkata
753,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,19,10.919129155550312,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
754,Hyderabad TO Gurgaon,Hyderabad -- Gurgaon,1,1,1,1237.2217747527675,1,1,Haryana,Telangana,Hyderabad,FTL,Gurgaon
755,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,8,10.427123423674383,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
756,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,16,14.217587126700314,1,1,Maharashtra,Hub Maharashtra,Mumbai,Carting,Mumbai
757,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,15,17.35567115028673,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
758,Bhiwandi TO Ahmedabad,Bhiwandi -- Ahmedabad,1,1,2,411.0122570161509,1,1,Gujarat,Maharashtra,Bhiwandi,FTL,Ahmedabad
759,Bhubaneswar TO Bhubaneshwar,Bhubaneswar -- Bhubaneshwar,1,1,5,9.277666244862385,1,1,Orissa,Orissa,Bhubaneswar,Carting,Bhubaneshwar
760,Delhi TO Delhi,Delhi -- Delhi,1,1,1,21.698296297971417,1,1,Delhi,Delhi,Delhi,Carting,Delhi
761,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,1,9.362187437064978,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
762,Guwahati TO Guwahati,Guwahati -- Guwahati,1,1,6,15.307553937356444,1,1,Assam,Assam,Guwahati,Carting,Guwahati
763,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,5,11.372557125569458,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
764,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,8,10.564618179352129,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
765,Ahmedabad TO Ahmedabad,Ahmedabad -- Ahmedabad,1,1,10,10.884082328610933,1,1,Gujarat,Gujarat,Ahmedabad,Carting,Ahmedabad
766,Panipat TO Sonipat,Panipat -- Sonipat,1,1,3,56.75074658355921,1,1,Haryana,Haryana,Panipat,FTL,Sonipat
767,Gurgaon TO Kolkata,Gurgaon -- Kolkata,1,1,15,1301.41031507001,1,1,West Bengal,Haryana,Gurgaon,FTL,Kolkata
768,Chandigarh TO Sonipat,Chandigarh -- Sonipat,1,1,12,174.26145484935103,1,1,Haryana,Punjab,Chandigarh,FTL,Sonipat
769,Mumbai TO Bhiwandi,Mumbai -- Bhiwandi,1,1,18,20.032646398536563,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Bhiwandi
770,Pune TO Bhiwandi,Pune -- Bhiwandi,1,1,14,100.98076351049384,1,1,Maharashtra,Maharashtra,Pune,FTL,Bhiwandi
771,Gurgaon TO Jaipur,Gurgaon -- Jaipur,1,1,14,195.82308298660905,1,1,Rajasthan,Haryana,Gurgaon,FTL,Jaipur
772,Bengaluru TO Hyderabad,Bengaluru -- Hyderabad,1,1,8,472.3821658775133,1,1,Telangana,Karnataka,Bengaluru,FTL,Hyderabad
773,Ludhiana TO Chandigarh,Ludhiana -- Chandigarh,1,1,13,87.75524797015564,1,1,Punjab,Punjab,Ludhiana,FTL,Chandigarh
774,Naugchia TO Khagaria,Naugchia -- Khagaria,1,1,4,59.574923942524734,1,1,Bihar,Bihar,Naugchia,FTL,Khagaria
775,Surat TO Surat,Surat -- Surat,1,1,14,14.635152429640042,1,1,Gujarat,Gujarat,Surat,Carting,Surat
776,Gurgaon TO Noida,Gurgaon -- Noida,1,1,8,63.99773840099897,1,1,Uttar Pradesh,Haryana,Gurgaon,Carting,Noida
777,Hyderabad TO Patancheru,Hyderabad -- Patancheru,1,1,1,30.502981582736652,1,1,Telangana,Telangana,Hyderabad,Carting,Patancheru
778,Vijayawada TO Ongole,Vijayawada -- Ongole,1,1,3,122.41586388154599,1,1,Andhra Pradesh,Andhra Pradesh,Vijayawada,FTL,Ongole
779,PNQ TO Pune,PNQ -- Pune,1,1,3,21.672200763577425,1,1,Maharashtra,Maharashtra,PNQ,Carting,Pune
780,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,5,39.00172877535833,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
781,Ludhiana TO Chandigarh,Ludhiana -- Chandigarh,1,1,12,87.82088422017218,1,1,Punjab,Punjab,Ludhiana,FTL,Chandigarh
782,Bhopal TO Bhopal,Bhopal -- Bhopal,1,1,11,13.464267404726787,1,1,Madhya Pradesh,Madhya Pradesh,Bhopal,Carting,Bhopal
783,Kolkata TO CCU,Kolkata -- CCU,1,1,10,24.27426215333598,1,1,West Bengal,West Bengal,Kolkata,Carting,CCU
784,PNQ TO Pune,PNQ -- Pune,1,1,1,11.210490817926804,1,1,Maharashtra,Maharashtra,PNQ,Carting,Pune
785,Hyderabad TO Hyderabad,Hyderabad -- Hyderabad,1,1,2,26.821612749329702,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
786,Guwahati TO Guwahati,Guwahati -- Guwahati,1,1,8,10.956975920996197,1,1,Assam,Assam,Guwahati,Carting,Guwahati
787,Delhi TO Gurgaon,Delhi -- Gurgaon,1,1,2,55.90350399097612,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
788,Bhiwandi TO Pune,Bhiwandi -- Pune,1,1,16,101.02663307832235,1,1,Maharashtra,Maharashtra,Bhiwandi,FTL,Pune
789,Mumbai TO Bhiwandi,Mumbai -- Bhiwandi,1,1,2,16.207736738744607,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Bhiwandi
790,Pune TO PNQ,Pune -- PNQ,1,1,10,10.11461334056791,1,1,Maharashtra,Maharashtra,Pune,Carting,PNQ
791,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,10,16.566411928717013,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
792,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,20,41.54163758158072,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
793,Sonipat TO Sonipat,Sonipat -- Sonipat,1,1,32,11.69124275431833,1,1,Haryana,Haryana,Sonipat,Carting,Sonipat
794,Gurgaon TO Delhi,Gurgaon -- Delhi,1,1,15,46.2766847381683,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
795,Chennai TO Chennai,Chennai -- Chennai,1,1,4,15.150796755670951,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
796,Sonipat TO Chandigarh,Sonipat -- Chandigarh,1,1,13,174.3823914550598,1,1,Punjab,Haryana,Sonipat,FTL,Chandigarh
797,Hisar TO Gurgaon,Hisar -- Gurgaon,1,1,5,143.95796389554545,1,1,Haryana,Haryana,Hisar,FTL,Gurgaon
798,Silvassa TO Vapi,Silvassa -- Vapi,1,1,15,14.349975927453377,1,1,Gujarat,Dadra and Nagar Haveli,Silvassa,Carting,Vapi
799,Jaipur TO Ambabadi,Jaipur -- Jaipur Ambabadi,1,2,8,14.903594460082546,1,1,Rajasthan,Rajasthan,Jaipur,Carting,Jaipur Ambabadi
800,Gurgaon TO FBD,Gurgaon -- FBD,1,1,16,47.03877096615738,1,1,Haryana,Haryana,Gurgaon,Carting,FBD
801,Kolkata TO Kolkata,Kolkata -- Kolkata,1,1,23,17.718961815869186,1,1,West Bengal,West Bengal,Kolkata,Carting,Kolkata
802,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,18,31.090644997021254,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
803,Bengaluru TO BLR,Bengaluru -- BLR,1,1,9,15.27793016000411,1,1,Karnataka,Karnataka,Bengaluru,Carting,BLR
804,Jaipur TO Jaipur,Jaipur -- Jaipur,1,1,10,11.669547184599729,1,1,Rajasthan,Rajasthan,Jaipur,Carting,Jaipur
805,Teok TO Jorhat,Teok -- Jorhat,1,1,1,28.391768044575795,1,1,Assam,Assam,Teok,Carting,Jorhat
806,Kanpur TO Kanpur,Kanpur -- Kanpur,1,1,9,28.242953827451274,1,1,Uttar Pradesh,Uttar Pradesh,Kanpur,Carting,Kanpur
807,PNQ TO Pune,PNQ -- Pune,1,1,8,21.819676842489507,1,1,Maharashtra,Maharashtra,PNQ,Carting,Pune
808,Gurgaon TO Gurgaon,Gurgaon -- Gurgaon,1,1,43,29.740842214324633,1,1,Haryana,Haryana,Gurgaon,Carting,Gurgaon
809,PNQ TO Pune,PNQ -- Pune,1,1,13,10.049565971466775,1,1,Maharashtra,Maharashtra,PNQ,Carting,Pune
810,Pune TO PNQ,Pune -- PNQ,1,1,4,13.554212716741507,1,1,Maharashtra,Maharashtra,Pune,Carting,PNQ
811,BLR TO Bengaluru,BLR -- Bengaluru,1,1,8,25.93319903747371,1,1,Karnataka,Karnataka,BLR,Carting,Bengaluru
812,Vapi TO Silvassa,Vapi -- Silvassa,1,1,3,14.419865474801313,1,1,Dadra and Nagar Haveli,Gujarat,Vapi,Carting,Silvassa
